SEQ,酒店,国家,省份,城市,商圈,星级,业务部门,房间数,图片数,评分,评论数,城市平均实住间夜,酒店总订单,酒店总间夜,酒店实住订单,酒店实住间夜,酒店直销订单,酒店直销间夜,酒店直销实住订单,酒店直销实住间夜,酒店直销拒单,酒店直销拒单率,城市直销订单,城市直销拒单率,拒单率是否小于等于直销城市均值
anqing_3335,太湖县文艳宾馆,中国,安徽,安庆,NULL,二星及其他,低星,9,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3336,安庆江塘宾馆,中国,安徽,安庆,NULL,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3337,安庆朋友宾馆,中国,安徽,安庆,NULL,二星及其他,低星,7,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3339,安庆兰玉快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,1,1,NULL,NULL,1,1,NULL,NULL,1,100.00%,6207,6.11%,0
anqing_3340,太湖新花宾馆,中国,安徽,安庆,NULL,二星及其他,低星,5,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3341,安庆帝隆快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,8,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3342,安庆天泽商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,14,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3343,安庆潜山泽红宾馆二店,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3344,安庆太湖县安答宾馆,中国,安徽,安庆,NULL,二星及其他,低星,14,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3346,安庆望江馨怡宾馆,中国,安徽,安庆,NULL,二星及其他,低星,20,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3347,宿松城湾宾馆,中国,安徽,安庆,NULL,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3348,枞阳龙井商务快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3349,宿松黎明酒店,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3350,宿松松花宾馆,中国,安徽,安庆,NULL,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3351,安庆晶悦宾馆,中国,安徽,安庆,NULL,二星及其他,低星,23,NULL,4.689010143,15,18.00,24,33,15,15,16,16,14,14,0,0.00%,6207,6.11%,1
anqing_3353,安庆湾庭宾馆,中国,安徽,安庆,NULL,二星及其他,低星,18,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3354,安庆海胜宾馆,中国,安徽,安庆,NULL,二星及其他,低星,9,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3355,安庆慧丰宾馆,中国,安徽,安庆,NULL,二星及其他,低星,20,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3356,安庆俊龙宾馆,中国,安徽,安庆,NULL,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3357,安庆陆加一主题酒店,中国,安徽,安庆,NULL,二星及其他,低星,30,NULL,4.560979843,10,18.00,12,14,10,12,12,14,10,12,1,8.33%,6207,6.11%,0
anqing_3358,安庆华中宾馆,中国,安徽,安庆,NULL,二星及其他,低星,30,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3359,宿松东茂宾馆,中国,安徽,安庆,NULL,二星及其他,低星,20,NULL,4,1,18.00,1,1,1,1,1,1,1,1,0,0.00%,6207,6.11%,1
anqing_3362,宿松英豪商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,42,NULL,1.545449972,2,18.00,1,2,NULL,NULL,1,2,NULL,NULL,1,100.00%,6207,6.11%,0
anqing_3363,安庆舒苑宾馆分店,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,5,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3364,安庆春城宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3365,安庆天柱山农家乐,中国,安徽,安庆,天柱山,二星及其他,低星,10,NULL,5,1,18.00,2,2,NULL,NULL,2,2,NULL,NULL,1,50.00%,6207,6.11%,0
anqing_3366,安庆辉展宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,4.923079968,2,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3367,安庆踏浪宾馆,中国,安徽,安庆,NULL,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3368,望江春城宾馆,中国,安徽,安庆,NULL,二星及其他,低星,12,NULL,NULL,NULL,18.00,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3369,望江幸福宾馆,中国,安徽,安庆,NULL,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3370,岳西滨河快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,20,NULL,NULL,NULL,18.00,7,7,NULL,NULL,7,7,NULL,NULL,3,42.86%,6207,6.11%,0
anqing_3371,望江新元商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3372,安庆茗山商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,17,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3373,岳西城北宾馆,中国,安徽,安庆,NULL,二星及其他,低星,22,NULL,NULL,NULL,18.00,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3374,安庆江浙宾馆,中国,安徽,安庆,NULL,二星及其他,低星,23,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3375,安庆扬城宾馆,中国,安徽,安庆,NULL,二星及其他,低星,22,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3376,安庆如家酒店,中国,安徽,安庆,NULL,二星及其他,低星,12,NULL,5,1,18.00,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,6207,6.11%,1
anqing_3377,安庆滨河宾馆,中国,安徽,安庆,NULL,二星及其他,低星,13,NULL,4,1,18.00,3,5,1,1,3,5,1,1,2,66.67%,6207,6.11%,0
anqing_3378,安庆慧佳商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,30,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3379,宿松鑫豪宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3380,宿松安逸宾馆,中国,安徽,安庆,NULL,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3381,安庆宿松华瑞宾馆,中国,安徽,安庆,NULL,二星及其他,低星,20,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3382,宿松圣达宾馆,中国,安徽,安庆,NULL,二星及其他,低星,17,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3383,宿松雅洁宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3384,宿松港湾宾馆,中国,安徽,安庆,NULL,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3385,宿松凯天宾馆,中国,安徽,安庆,NULL,二星及其他,低星,11,NULL,4.454549789,2,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3386,格林豪泰安庆桐城盛唐南路盛唐国际商务酒店,中国,安徽,安庆,NULL,经济型,低星,77,NULL,4.273970127,25,18.00,21,29,6,8,14,19,5,7,4,28.57%,6207,6.11%,0
anqing_3387,格林豪泰安庆太湖人民东路文博园快捷酒店,中国,安徽,安庆,NULL,经济型,低星,45,NULL,4.344210148,26,18.00,43,57,26,36,35,47,20,28,1,2.86%,6207,6.11%,1
anqing_3388,桐城和谐快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,13,NULL,NULL,NULL,18.00,2,2,NULL,NULL,2,2,NULL,NULL,0,0.00%,6207,6.11%,1
anqing_3389,桐城阳阳宾馆,中国,安徽,安庆,NULL,二星及其他,低星,9,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3390,桐城钱庄宾馆,中国,安徽,安庆,NULL,二星及其他,低星,6,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3391,桐城杨成宾馆,中国,安徽,安庆,NULL,二星及其他,低星,14,NULL,4,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3392,桐城万豪宾馆,中国,安徽,安庆,,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3393,桐城君悦宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,4.476739883,10,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3394,桐城新颖宾馆,中国,安徽,安庆,NULL,二星及其他,低星,12,NULL,5,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3395,桐城贤雅宾馆,中国,安徽,安庆,NULL,二星及其他,低星,6,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3396,桐城万爵宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3397,桐城东云阁宾馆,中国,安徽,安庆,NULL,二星及其他,低星,20,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3398,桐城怡人宾馆,中国,安徽,安庆,NULL,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3399,桐城香山宾馆,中国,安徽,安庆,NULL,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3400,桐城锦悦快捷宾馆,中国,安徽,安庆,,二星及其他,低星,10,NULL,3,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3401,桐城城南旅馆,中国,安徽,安庆,,二星及其他,低星,18,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3402,桐城永盛招待所,中国,安徽,安庆,NULL,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3403,桐城金瑞宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,4.909090042,2,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3404,安庆枞阳金山商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,55,NULL,NULL,NULL,18.00,31,31,19,19,26,26,16,16,0,0.00%,6207,6.11%,1
anqing_3405,枞阳金江之星商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,30,NULL,3,1,18.00,2,2,2,2,2,2,2,2,0,0.00%,6207,6.11%,1
anqing_3406,安庆雅阁宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3407,安庆桐城东方宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3408,桐城时尚快捷宾馆,中国,安徽,安庆,NULL,二星及其他,低星,20,NULL,3,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3409,桐城0556商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3410,桐城喜庆楼住宿,中国,安徽,安庆,NULL,二星及其他,低星,30,NULL,NULL,NULL,18.00,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,6207,6.11%,1
anqing_3411,安庆雅客宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3412,安庆棋盘山宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,22,NULL,5,3,18.00,3,3,2,2,2,2,2,2,0,0.00%,6207,6.11%,1
anqing_3413,望江白云宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3414,安庆汉邦商务宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,63,NULL,5,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3415,安庆国龙商务大酒店,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3416,潜山鹏程宾馆,中国,安徽,安庆,NULL,二星及其他,低星,8,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3417,安庆斯彼瑞特青年公寓大学龙山校店,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,4,4,NULL,NULL,4,4,NULL,NULL,0,0.00%,6207,6.11%,1
anqing_3418,安庆凯旋宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,15,NULL,4,1,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3419,安庆丰悦商务宾馆,中国,安徽,安庆,客运站区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3420,望江长江宾馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3421,安庆望江国际大酒店,中国,安徽,安庆,NULL,四星级/高档,OTA,NULL,NULL,4.199999809,7,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3422,安庆宴江南酒店,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,34,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3423,安庆康泰职业培训学校招待所,中国,安徽,安庆,东部新城商圈市中心区域商圈,二星及其他,低星,10,NULL,NULL,NULL,18.00,3,3,1,1,3,3,1,1,1,33.33%,6207,6.11%,0
anqing_3424,安庆顺风宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,18,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3425,安庆一米阳光宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3426,潜山天柱山川崖酒店,中国,安徽,安庆,天柱山,二星及其他,低星,15,NULL,4.458930016,46,18.00,18,27,11,13,11,16,7,9,0,0.00%,6207,6.11%,1
anqing_3427,桐城依林精品主题酒店,中国,安徽,安庆,NULL,二星及其他,低星,70,NULL,4.712379932,164,18.00,88,95,74,80,72,78,60,65,1,1.39%,6207,6.11%,1
anqing_3428,安庆鑫丰年快捷宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,20,NULL,4,1,18.00,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,6207,6.11%,1
anqing_3429,潜山贝楒酒店,中国,安徽,安庆,NULL,二星及其他,低星,40,NULL,4.972970009,4,18.00,17,17,11,11,15,15,11,11,2,13.33%,6207,6.11%,0
anqing_3430,安庆荷花招待所,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3431,枞阳宝能宾馆,中国,安徽,安庆,NULL,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3432,安庆华亭小宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,9,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3433,安庆宜兴宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3434,安庆壹号宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,17,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3435,安庆红果园宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,21,NULL,4,3,18.00,1,1,1,1,1,1,1,1,0,0.00%,6207,6.11%,1
anqing_3436,安庆尚客优快捷酒店,中国,安徽,安庆,NULL,二星及其他,低星,30,NULL,4.296639919,68,18.00,45,54,37,45,42,48,34,39,1,2.38%,6207,6.11%,1
anqing_3437,安庆老友宾馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,7,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3438,安庆红枫林宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3439,枞阳北站宾馆,中国,安徽,安庆,NULL,二星及其他,低星,20,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3440,安庆市红果园宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3441,安庆蜜尔顿主题酒店,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3442,格林联盟安庆市迎宾东路高铁站酒店,中国,安徽,安庆,客运站区域商圈市中心区域商圈,经济型,低星,103,NULL,3.130840063,11,18.00,24,32,16,19,22,30,15,18,0,0.00%,6207,6.11%,1
anqing_3443,枞阳滨江商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,35,NULL,NULL,NULL,18.00,5,5,2,2,5,5,2,2,4,80.00%,6207,6.11%,0
anqing_3444,安庆惠馨旅社,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3445,安庆安星宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3446,怀宁鸿运宾馆,中国,安徽,安庆,NULL,二星及其他,低星,6,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3447,怀宁梅兰苑宾馆,中国,安徽,安庆,NULL,二星及其他,低星,11,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3448,怀宁安平旅馆,中国,安徽,安庆,NULL,二星及其他,低星,8,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3449,怀宁中秋月宾馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3450,安庆蓬莱岛宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,15,NULL,5,2,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3451,安庆美隆旅馆,中国,安徽,安庆,客运站区域商圈市中心区域商圈,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3452,安庆温馨旅馆,中国,安徽,安庆,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3453,安庆夏港旅社,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3454,安庆顺达宾馆,中国,安徽,安庆,市中心区域商圈,二星及其他,低星,8,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3455,安庆怀宁鹤林旅社,中国,安徽,安庆,NULL,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3456,安庆怀宁高鼎峰宾馆,中国,安徽,安庆,NULL,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3457,安庆怀宁阿里巴巴网络宾馆,中国,安徽,安庆,NULL,二星及其他,低星,18,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3458,安庆怀宁锦都宾馆,中国,安徽,安庆,NULL,二星及其他,低星,10,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3459,安庆怀宁连通招待所,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3460,安庆怀宁舒州旅社,中国,安徽,安庆,NULL,二星及其他,低星,8,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3461,安庆怀宁自立旅馆,中国,安徽,安庆,NULL,二星及其他,低星,15,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3462,安庆怀宁振宁旅社,中国,安徽,安庆,NULL,二星及其他,低星,12,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
anqing_3463,安庆怀宁宁湖宾馆,中国,安徽,安庆,NULL,二星及其他,低星,11,NULL,4.277780056,5,18.00,8,8,6,6,7,7,5,5,0,0.00%,6207,6.11%,1
anqing_3464,怀宁祥云商务宾馆,中国,安徽,安庆,NULL,二星及其他,低星,26,NULL,NULL,NULL,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6207,6.11%,0
